Clau/var,Iterações,Achado
0.375,1,True
0.42857142857142855,2,True
0.4666666666666667,3,True
0.4166666666666667,4,True
0.46153846153846156,2,True
0.3684210526315789,1,True
0.45454545454545453,1,True
0.4117647058823529,6,True
0.47058823529411764,1,True
0.4,4,True
0.3333333333333333,6,True
0.35714285714285715,9,True
0.3333333333333333,2,True
0.4444444444444444,1,True
0.4375,21,True
0.35294117647058826,6,True
0.38461538461538464,1,True
0.3333333333333333,1,True
0.36363636363636365,2,True
0.3333333333333333,1,True
0.9,1,True
0.5833333333333334,8,True
0.7,3,True
0.5384615384615384,2,True
0.8333333333333334,1,True
0.5625,6,True
0.7272727272727273,1,True
0.5454545454545454,1,True
0.8461538461538461,4,True
0.875,2,True
0.9090909090909091,8,True
0.6,20,True
0.8571428571428571,2,True
0.75,1,True
0.8571428571428571,3,True
0.625,1,True
0.75,2,True
0.8,1,True
0.8181818181818182,4,True
0.9230769230769231,6,True
1.3333333333333333,2,True
1.1111111111111112,27,True
1.4,8,True
1.25,1,True
1.1818181818181819,2,True
1.1666666666666667,1,True
1.4,1,True
1.1,3,True
1.4285714285714286,2,True
1.2222222222222223,3,True
1.1666666666666667,1,True
1.2727272727272727,15,True
1.25,4,True
1.3333333333333333,3,True
1.4444444444444444,15,True
1.2,4,True
1.2857142857142858,2,True
1.3,2,True
1.125,2,True
1.3636363636363635,1,True
1.6666666666666667,12,True
1.8333333333333333,26,True
1.6666666666666667,2,True
1.8,9,True
1.6,5,True
1.7142857142857142,1,True
1.75,12,True
1.625,16,True
1.7777777777777777,21,True
1.8888888888888888,2,True
1.8571428571428572,15,True
1.5555555555555556,1,True
1.5714285714285714,4,True
1.6,5,True
1.6666666666666667,1,True
1.875,2,True
1.75,1,True
2.125,21,True
2.4285714285714284,41,True
2.142857142857143,90,True
2.25,5,True
2.1666666666666665,1,True
2.4,3,True
2.2857142857142856,12,True
2.25,52,False
2.2,1,True
2.3333333333333335,2,True
2.3333333333333335,1,True
2.5714285714285716,8,True
2.75,6,True
2.6666666666666665,16,True
2.7142857142857144,1,True
2.6,42,True
2.8,1,True
2.8333333333333335,7,True
2.6666666666666665,238,False
3.4,128,False
3.3333333333333335,3,True
3.2,2,True
3.25,2,True
3.1666666666666665,3,True
3.3333333333333335,1,True
3.75,7,True
3.6666666666666665,9,True
3.8,9,True
3.6,2,True
4.25,60,False
4.2,17,True
4.333333333333333,26,False
4.666666666666667,2,True
4.75,12,True
0.375,3,True
0.42857142857142855,2,True
0.4666666666666667,1,True
0.4166666666666667,1,True
0.46153846153846156,2,True
0.3684210526315789,1,True
0.45454545454545453,3,True
0.4117647058823529,1,True
0.47058823529411764,1,True
0.4,2,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,1,True
0.4444444444444444,2,True
0.4375,1,True
0.35294117647058826,2,True
0.38461538461538464,2,True
0.3333333333333333,2,True
0.36363636363636365,1,True
0.3333333333333333,2,True
0.9,1,True
0.5833333333333334,3,True
0.7,2,True
0.5384615384615384,1,True
0.8333333333333334,3,True
0.5625,2,True
0.7272727272727273,2,True
0.5454545454545454,7,True
0.8461538461538461,2,True
0.875,2,True
0.9090909090909091,4,True
0.6,1,True
0.8571428571428571,5,True
0.75,1,True
0.8571428571428571,1,True
0.625,1,True
0.75,4,True
0.8,1,True
0.8181818181818182,4,True
0.9230769230769231,5,True
1.3333333333333333,1,True
1.1111111111111112,1,True
1.4,3,True
1.25,1,True
1.1818181818181819,9,True
1.1666666666666667,4,True
1.4,2,True
1.1,1,True
1.4285714285714286,3,True
1.2222222222222223,1,True
1.1666666666666667,3,True
1.2727272727272727,2,True
1.25,1,True
1.3333333333333333,6,True
1.4444444444444444,1,True
1.2,2,True
1.2857142857142858,1,True
1.3,2,True
1.125,2,True
1.3636363636363635,4,True
1.6666666666666667,3,True
1.8333333333333333,4,True
1.6666666666666667,1,True
1.8,4,True
1.6,2,True
1.7142857142857142,13,True
1.75,14,True
1.625,862,False
1.7777777777777777,2,True
1.8888888888888888,6,True
1.8571428571428572,6,True
1.5555555555555556,5,True
1.5714285714285714,2,True
1.6,3,True
1.6666666666666667,5,True
1.875,8,True
1.75,1,True
2.125,11,True
2.4285714285714284,4,True
2.142857142857143,448,False
2.25,6,True
2.1666666666666665,5,True
2.4,3,True
2.2857142857142856,42,True
2.25,1,True
2.2,1,True
2.3333333333333335,4,True
2.3333333333333335,5,True
2.5714285714285716,389,True
2.75,1,True
2.6666666666666665,27,False
2.7142857142857144,20,True
2.6,3,True
2.8,2,True
2.8333333333333335,6,True
2.6666666666666665,2,True
3.4,124,False
3.3333333333333335,253,False
3.2,8,True
3.25,9,True
3.1666666666666665,8,True
3.3333333333333335,2,True
3.75,3,True
3.6666666666666665,3,True
3.8,51,True
3.6,7,True
4.25,1,True
4.2,7,True
4.333333333333333,2,True
4.666666666666667,6,True
4.75,21,True
0.375,2,True
0.42857142857142855,2,True
0.4666666666666667,1,True
0.4166666666666667,1,True
0.46153846153846156,1,True
0.3684210526315789,2,True
0.45454545454545453,1,True
0.4117647058823529,3,True
0.47058823529411764,2,True
0.4,1,True
0.3333333333333333,1,True
0.35714285714285715,2,True
0.3333333333333333,2,True
0.4444444444444444,4,True
0.4375,3,True
0.35294117647058826,2,True
0.38461538461538464,1,True
0.3333333333333333,1,True
0.36363636363636365,1,True
0.3333333333333333,1,True
0.9,6,True
0.5833333333333334,2,True
0.7,2,True
0.5384615384615384,2,True
0.8333333333333334,4,True
0.5625,2,True
0.7272727272727273,2,True
0.5454545454545454,1,True
0.8461538461538461,3,True
0.875,2,True
0.9090909090909091,1,True
0.6,2,True
0.8571428571428571,1,True
0.75,1,True
0.8571428571428571,1,True
0.625,45,True
0.75,2,True
0.8,1,True
0.8181818181818182,4,True
0.9230769230769231,8,True
1.3333333333333333,1,True
1.1111111111111112,7,True
1.4,1,True
1.25,4,True
1.1818181818181819,6,True
1.1666666666666667,1,True
1.4,1,True
1.1,3,True
1.4285714285714286,15,True
1.2222222222222223,2,True
1.1666666666666667,7,True
1.2727272727272727,898,True
1.25,4,True
1.3333333333333333,9,True
1.4444444444444444,7,True
1.2,3,True
1.2857142857142858,27,True
1.3,2,True
1.125,3,True
1.3636363636363635,1,True
1.6666666666666667,1,True
1.8333333333333333,109,True
1.6666666666666667,1,True
1.8,9,True
1.6,7,True
1.7142857142857142,34,True
1.75,2,True
1.625,21,True
1.7777777777777777,3,True
1.8888888888888888,2,True
1.8571428571428572,131,True
1.5555555555555556,16,True
1.5714285714285714,1,True
1.6,1,True
1.6666666666666667,1,True
1.875,86,True
1.75,3,True
2.125,367,True
2.4285714285714284,5,True
2.142857142857143,469,False
2.25,27,True
2.1666666666666665,1,True
2.4,2,True
2.2857142857142856,1,True
2.25,4,True
2.2,2,True
2.3333333333333335,1,True
2.3333333333333335,2,True
2.5714285714285716,1,True
2.75,4,True
2.6666666666666665,20,True
2.7142857142857144,15,True
2.6,95,True
2.8,20,True
2.8333333333333335,5,True
2.6666666666666665,8,True
3.4,124,False
3.3333333333333335,121,True
3.2,27,True
3.25,5,True
3.1666666666666665,4,True
3.3333333333333335,2,True
3.75,2,True
3.6666666666666665,17,True
3.8,53,True
3.6,4,True
4.25,62,False
4.2,1,True
4.333333333333333,16,True
4.666666666666667,2,True
4.75,64,True
0.375,1,True
0.42857142857142855,1,True
0.4666666666666667,3,True
0.4166666666666667,3,True
0.46153846153846156,1,True
0.3684210526315789,2,True
0.45454545454545453,1,True
0.4117647058823529,4,True
0.47058823529411764,1,True
0.4,1,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,4,True
0.4444444444444444,4,True
0.4375,1,True
0.35294117647058826,3,True
0.38461538461538464,3,True
0.3333333333333333,2,True
0.36363636363636365,1,True
0.3333333333333333,1,True
0.9,2,True
0.5833333333333334,6,True
0.7,4,True
0.5384615384615384,3,True
0.8333333333333334,2,True
0.5625,6,True
0.7272727272727273,1,True
0.5454545454545454,2,True
0.8461538461538461,12,True
0.875,4,True
0.9090909090909091,2,True
0.6,3,True
0.8571428571428571,4,True
0.75,1,True
0.8571428571428571,2,True
0.625,1,True
0.75,2,True
0.8,2,True
0.8181818181818182,4,True
0.9230769230769231,1,True
1.3333333333333333,2,True
1.1111111111111112,2,True
1.4,3,True
1.25,1,True
1.1818181818181819,5,True
1.1666666666666667,9,True
1.4,1,True
1.1,2,True
1.4285714285714286,1,True
1.2222222222222223,28,True
1.1666666666666667,1,True
1.2727272727272727,2,True
1.25,2,True
1.3333333333333333,1,True
1.4444444444444444,12,True
1.2,41,True
1.2857142857142858,132,True
1.3,8,True
1.125,1,True
1.3636363636363635,41,True
1.6666666666666667,62,True
1.8333333333333333,4,True
1.6666666666666667,4,True
1.8,2,True
1.6,4,True
1.7142857142857142,1,True
1.75,6,True
1.625,15,True
1.7777777777777777,1,True
1.8888888888888888,4,True
1.8571428571428572,4,True
1.5555555555555556,34,True
1.5714285714285714,3,True
1.6,499,True
1.6666666666666667,2,True
1.875,3,True
1.75,2,True
2.125,127,True
2.4285714285714284,9,True
2.142857142857143,6,True
2.25,15,True
2.1666666666666665,39,True
2.4,62,True
2.2857142857142856,7,True
2.25,2,True
2.2,3,True
2.3333333333333335,6,True
2.3333333333333335,1,True
2.5714285714285716,7,True
2.75,4,True
2.6666666666666665,28,False
2.7142857142857144,127,True
2.6,3,True
2.8,2,True
2.8333333333333335,42,True
2.6666666666666665,15,True
3.4,117,False
3.3333333333333335,228,False
3.2,4,True
3.25,1,True
3.1666666666666665,72,True
3.3333333333333335,2,True
3.75,4,True
3.6666666666666665,26,False
3.8,2,True
3.6,3,True
4.25,10,True
4.2,1,True
4.333333333333333,3,True
4.666666666666667,1,True
4.75,60,False
0.375,1,True
0.42857142857142855,2,True
0.4666666666666667,5,True
0.4166666666666667,1,True
0.46153846153846156,1,True
0.3684210526315789,3,True
0.45454545454545453,2,True
0.4117647058823529,2,True
0.47058823529411764,1,True
0.4,1,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,2,True
0.4444444444444444,1,True
0.4375,2,True
0.35294117647058826,1,True
0.38461538461538464,1,True
0.3333333333333333,1,True
0.36363636363636365,1,True
0.3333333333333333,1,True
0.9,2,True
0.5833333333333334,1,True
0.7,10,True
0.5384615384615384,3,True
0.8333333333333334,1,True
0.5625,2,True
0.7272727272727273,2,True
0.5454545454545454,1,True
0.8461538461538461,1,True
0.875,2,True
0.9090909090909091,42,True
0.6,4,True
0.8571428571428571,2,True
0.75,2,True
0.8571428571428571,9,True
0.625,3,True
0.75,1,True
0.8,1,True
0.8181818181818182,1,True
0.9230769230769231,105,True
1.3333333333333333,1,True
1.1111111111111112,4,True
1.4,8,True
1.25,2,True
1.1818181818181819,3,True
1.1666666666666667,3,True
1.4,1,True
1.1,1,True
1.4285714285714286,3,True
1.2222222222222223,4,True
1.1666666666666667,153,True
1.2727272727272727,22,True
1.25,6,True
1.3333333333333333,2,True
1.4444444444444444,4,True
1.2,1,True
1.2857142857142858,6,True
1.3,7,True
1.125,33,True
1.3636363636363635,3,True
1.6666666666666667,12,True
1.8333333333333333,1,True
1.6666666666666667,1,True
1.8,9,True
1.6,34,True
1.7142857142857142,27,True
1.75,2,True
1.625,885,False
1.7777777777777777,21,True
1.8888888888888888,16,True
1.8571428571428572,1,True
1.5555555555555556,33,True
1.5714285714285714,4,True
1.6,2344,False
1.6666666666666667,2,True
1.875,27,True
1.75,3,True
2.125,1,True
2.4285714285714284,12,True
2.142857142857143,11,True
2.25,42,True
2.1666666666666665,2,True
2.4,2,True
2.2857142857142856,12,True
2.25,12,True
2.2,76,True
2.3333333333333335,43,True
2.3333333333333335,1,True
2.5714285714285716,286,True
2.75,1,True
2.6666666666666665,1,True
2.7142857142857144,2,True
2.6,3,True
2.8,3,True
2.8333333333333335,1,True
2.6666666666666665,151,True
3.4,120,False
3.3333333333333335,226,False
3.2,5,True
3.25,6,True
3.1666666666666665,4,True
3.3333333333333335,4,True
3.75,12,True
3.6666666666666665,3,True
3.8,125,False
3.6,1,True
4.25,53,True
4.2,8,True
4.333333333333333,2,True
4.666666666666667,5,True
4.75,8,True
0.375,1,True
0.42857142857142855,2,True
0.4666666666666667,1,True
0.4166666666666667,1,True
0.46153846153846156,1,True
0.3684210526315789,1,True
0.45454545454545453,1,True
0.4117647058823529,1,True
0.47058823529411764,2,True
0.4,1,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,3,True
0.4444444444444444,1,True
0.4375,4,True
0.35294117647058826,2,True
0.38461538461538464,1,True
0.3333333333333333,2,True
0.36363636363636365,1,True
0.3333333333333333,1,True
0.9,1,True
0.5833333333333334,2,True
0.7,1,True
0.5384615384615384,1,True
0.8333333333333334,1,True
0.5625,2,True
0.7272727272727273,1,True
0.5454545454545454,3,True
0.8461538461538461,3,True
0.875,5,True
0.9090909090909091,21,True
0.6,2,True
0.8571428571428571,51,True
0.75,1,True
0.8571428571428571,5,True
0.625,3,True
0.75,34,True
0.8,1,True
0.8181818181818182,4,True
0.9230769230769231,15,True
1.3333333333333333,3,True
1.1111111111111112,3,True
1.4,3,True
1.25,1,True
1.1818181818181819,4,True
1.1666666666666667,2,True
1.4,2,True
1.1,1,True
1.4285714285714286,2,True
1.2222222222222223,63,True
1.1666666666666667,3,True
1.2727272727272727,51,True
1.25,3,True
1.3333333333333333,4,True
1.4444444444444444,1,True
1.2,266,True
1.2857142857142858,4,True
1.3,2,True
1.125,1,True
1.3636363636363635,2,True
1.6666666666666667,3,True
1.8333333333333333,226,False
1.6666666666666667,3,True
1.8,4,True
1.6,2,True
1.7142857142857142,2,True
1.75,4,True
1.625,139,True
1.7777777777777777,16,True
1.8888888888888888,1,True
1.8571428571428572,2,True
1.5555555555555556,2,True
1.5714285714285714,1,True
1.6,4,True
1.6666666666666667,2,True
1.875,3,True
1.75,1,True
2.125,1,True
2.4285714285714284,160,True
2.142857142857143,416,False
2.25,103,True
2.1666666666666665,4,True
2.4,3,True
2.2857142857142856,20,True
2.25,1,True
2.2,16,True
2.3333333333333335,2,True
2.3333333333333335,2,True
2.5714285714285716,27,True
2.75,5,True
2.6666666666666665,6,True
2.7142857142857144,2,True
2.6,3,True
2.8,2,True
2.8333333333333335,7,True
2.6666666666666665,2,True
3.4,123,False
3.3333333333333335,61,True
3.2,1,True
3.25,3,True
3.1666666666666665,1,True
3.3333333333333335,20,True
3.75,2,True
3.6666666666666665,3,True
3.8,125,False
3.6,1,True
4.25,33,True
4.2,1,True
4.333333333333333,2,True
4.666666666666667,1,True
4.75,3,True
0.375,1,True
0.42857142857142855,1,True
0.4666666666666667,2,True
0.4166666666666667,1,True
0.46153846153846156,1,True
0.3684210526315789,1,True
0.45454545454545453,2,True
0.4117647058823529,2,True
0.47058823529411764,3,True
0.4,3,True
0.3333333333333333,1,True
0.35714285714285715,1,True
0.3333333333333333,2,True
0.4444444444444444,1,True
0.4375,2,True
0.35294117647058826,1,True
0.38461538461538464,1,True
0.3333333333333333,2,True
0.36363636363636365,1,True
0.3333333333333333,1,True
0.9,1,True
0.5833333333333334,5,True
0.7,2,True
0.5384615384615384,2,True
0.8333333333333334,34,True
0.5625,2,True
0.7272727272727273,1,True
0.5454545454545454,3,True
0.8461538461538461,43,True
0.875,1,True
0.9090909090909091,4,True
0.6,3,True
0.8571428571428571,8,True
0.75,1,True
0.8571428571428571,2,True
0.625,2,True
0.75,1,True
0.8,1,True
0.8181818181818182,3,True
0.9230769230769231,2,True
1.3333333333333333,1,True
1.1111111111111112,2,True
1.4,10,True
1.25,1,True
1.1818181818181819,1,True
1.1666666666666667,1,True
1.4,1,True
1.1,2,True
1.4285714285714286,1,True
1.2222222222222223,45,True
1.1666666666666667,22,True
1.2727272727272727,1,True
1.25,5,True
1.3333333333333333,1,True
1.4444444444444444,6,True
1.2,176,True
1.2857142857142858,1,True
1.3,122,True
1.125,6,True
1.3636363636363635,4,True
1.6666666666666667,1,True
1.8333333333333333,21,True
1.6666666666666667,2,True
1.8,3,True
1.6,3,True
1.7142857142857142,11,True
1.75,3,True
1.625,1,True
1.7777777777777777,10,True
1.8888888888888888,4,True
1.8571428571428572,27,True
1.5555555555555556,2,True
1.5714285714285714,3,True
1.6,212,True
1.6666666666666667,3,True
1.875,603,True
1.75,3,True
2.125,833,False
2.4285714285714284,89,True
2.142857142857143,1,True
2.25,13,True
2.1666666666666665,3,True
2.4,3,True
2.2857142857142856,2,True
2.25,1,True
2.2,2,True
2.3333333333333335,75,True
2.3333333333333335,1,True
2.5714285714285716,72,True
2.75,9,True
2.6666666666666665,16,True
2.7142857142857144,6,True
2.6,7,True
2.8,2,True
2.8333333333333335,208,False
2.6666666666666665,63,True
3.4,123,False
3.3333333333333335,255,False
3.2,4,True
3.25,60,False
3.1666666666666665,1,True
3.3333333333333335,2,True
3.75,1,True
3.6666666666666665,9,True
3.8,95,True
3.6,3,True
4.25,8,True
4.2,1,True
4.333333333333333,4,True
4.666666666666667,3,True
4.75,1,True
